id,first_name,last_name,sex,date_of_birth,hometown,latitude,longitude,preferred_temperature,preferred_travel_time,preferred_transport_mode
565,Karen,Sharp,x,1952-06-04,Wrocław,51.12769191278455,16.99608458367413,37,9,train
566,Lauren,Miller,f,1953-04-18,Trafford,53.41905033535491,-2.355308029952455,20,2,train
567,Shawn,Hawkins,m,2004-11-01,Eindhoven,51.45002537316682,5.458861022635117,17,12,train
568,Mark,Davis,m,1979-02-25,Cartagena,37.63902391353102,-0.9899714008787837,17,2,train
569,Brett,Reynolds,m,1975-05-15,'s-Gravenhage,52.06846386666703,4.300611511666192,19,20,train
570,Michelle,Smith,f,1998-10-05,Marseille,43.307875405980376,5.421837583654458,15,6,train
571,Nathaniel,Garcia,m,1953-07-25,Warszawa,52.229342421404866,21.047727599631816,18,10,train
572,Todd,Peterson,m,1978-08-08,Brent,51.55853285180073,-0.267793002118232,14,6,train
573,Mariah,Anderson,f,2006-02-24,Sabadell,41.55519140343855,2.101757583949107,18,11,train
574,Kenneth,Mcbride,m,2005-07-01,Mainz,49.9741868888696,8.241496548326493,26,6,flight
575,Anthony,Wilkins,x,1948-04-24,Basel,47.55773339578749,7.593258563162677,17,14,train
576,Alexandra,Sims,f,1980-08-25,Shumen,43.269461470564465,26.944463171142,16,26,train
577,Colleen,Cook,f,2003-11-21,Madrid,40.465380890314236,-3.696280422676111,38,3,flight
578,Jeffery,Stewart,m,1984-10-24,Oldenburg (Oldenburg),53.14457437671535,8.224344019822796,23,12,train
579,Ashley,Blake,f,1963-05-22,Napoli,40.85667344334207,14.23935662736585,24,2,flight
580,Carolyn,Lee,f,1959-02-19,St. Gallen,47.422147902418104,9.375244071685376,2,7,flight
581,Lucas,Hall,m,1977-03-20,Groningen,53.22222736978757,6.563383010545235,17,19,train
582,Bryan,Lambert,m,2001-10-28,Merton,51.40994985220742,-0.19723899973846512,16,3,train
583,Jennifer,Miller,f,1996-08-03,Dresden,51.06644140283357,13.78345606722441,18,10,train
584,Amanda,Cervantes,f,1987-10-04,Rosenheim,47.84438640944927,12.108726081653439,25,15,train
585,Julia,Brown,f,1998-03-17,Inowrocław,52.780782911111274,18.253337079327885,28,2,train
586,Shane,Estrada,m,1964-02-27,Larisa,39.64421147199142,22.40558016154085,18,0,train
587,Stacey,Price,f,1969-02-10,CA Marne et Chantereine,48.886514373334435,2.611557532966585,4,11,train
588,Peggy,Morales,f,1993-08-10,Wien,48.20843842145425,16.377868099114387,4,22,train
589,Lisa,Thomas,f,2001-06-28,Mulhouse,47.77093639414953,7.3300340603388845,35,0,train
590,Christopher,Hill,m,1971-06-06,Ruse,43.822060466188546,25.982584164516528,18,9,train
591,Eric,Wilson,m,1954-11-29,Braşov,45.6431784575814,25.57912265684559,19,6,flight
592,Melinda,Williams,x,1991-01-09,Dudley,52.48289684071373,-2.108722018622725,30,21,train
593,Erica,Brown,f,1993-12-02,San Sebastián/Donostia,43.29519338225914,-1.9880134386287611,31,23,train
594,Elizabeth,Church,f,1945-06-04,Coventry,52.41687734352867,-1.5197780156424332,29,2,flight
595,Chelsea,Rodriguez,f,1978-07-07,Creil,49.26642637108732,2.464789029563844,6,2,flight
596,Joseph,Lewis,m,1983-03-22,Madrid,40.465380890314236,-3.696280422676111,27,7,flight
597,Erica,Aguilar,f,1945-01-12,Cremona,45.14090491291037,10.029638089520516,0,10,train
598,Gail,Hill,f,1989-07-26,Coventry,52.41687734352867,-1.5197780156424332,18,2,train
599,Matthew,Turner,m,1950-08-12,Stara Zagora,42.42813646989186,25.623180167866323,13,12,train
600,Daniel,Garcia,m,1970-01-27,Dortmund,51.51619438001541,7.474918531446702,23,16,train
601,Kaitlyn,Villarreal,f,2005-02-07,Stuttgart,48.774544396573845,9.172073061100896,20,11,train
602,Stacey,Atkinson,f,1945-07-28,Bristol,51.46678434264838,-2.600707508820417,11,11,train
603,Sherry,Jackson,f,1980-02-09,Kraków,50.0531569263703,19.985059607469502,25,10,train
604,Marcus,Hutchinson,m,1966-02-06,Brugge,51.24782386587193,3.2149930146059837,26,21,train
605,Sarah,Lee,f,1997-11-23,Potenza,40.659254949278385,15.806815133931151,37,10,train
606,Adam,Palmer,x,1948-01-09,Paris,48.85660037259063,2.342805032028295,27,8,train
607,Anna,Lester,f,2002-01-03,Siegen,50.88107538426582,8.011704039981241,0,6,flight
608,Jason,Lowery,m,1970-11-06,Pardubice,50.0301924128273,15.763685585232949,26,2,train
609,Robert,Johnson,x,2007-08-06,Lublin,51.225756929055294,22.55662461420982,14,3,flight
610,Casey,Bishop,x,2001-06-21,Antwerpen,51.26056286963082,4.369609020208494,2,12,train
611,Michael,Daniels,x,1972-07-27,Asti,44.91326340810018,8.1943485833853,21,8,flight
612,Ricky,Hernandez,m,1966-10-31,Zaragoza,41.68078239347294,-0.9275409243012062,27,14,train
613,David,James,m,1979-01-08,Brugge,51.24782386587193,3.2149930146059837,18,10,train
614,Kimberly,Taylor,f,1975-07-10,Torino,45.071739405866,7.678005080342866,33,4,flight
615,Anthony,Henry,m,1968-04-09,'s-Gravenhage,52.06846386666703,4.300611511666192,25,5,flight
616,Jennifer,Ruiz,f,2003-02-26,Kladno,50.14862290778089,14.111100074941618,18,6,train
617,Noah,Jordan,m,1996-02-28,Piacenza,45.04142091252291,9.717831588105645,7,1,flight
618,Abigail,Rodriguez,f,1991-03-24,Bordeaux,44.879346379245696,-0.6311789451725183,-7,16,train
619,Kristin,Kim,x,1946-05-01,Nice,43.80641840930204,7.234116085927058,23,9,train
620,Carol,King,f,1993-03-23,Madrid,40.465380890314236,-3.696280422676111,31,7,train
621,Christopher,Taylor,m,1955-04-05,Berlin,52.501530896616806,13.401850553093169,20,8,flight
622,Michael,Carrillo,m,1982-02-15,Toulon,43.11990090877171,6.040283086365885,19,0,flight
623,Andrew,Fletcher,m,1967-12-27,Bonn,50.70573238158499,7.109787036191952,44,15,train
624,Christopher,Peters,m,1991-11-26,Lemesos,34.71757152466451,33.07050070575859,47,3,train
625,Amanda,Martinez,f,1968-10-23,Wigan,53.52419233456277,-2.589476031704518,25,19,train
626,Nicole,Gomez,f,2007-01-19,Braga,41.544485370404296,-8.42091993775306,39,3,train
627,Laura,Doyle,x,1954-10-30,Miskolc,48.09272843522887,20.69939162212796,12,13,train
628,Jorge,Saunders,x,1963-02-14,Southwark,51.47312535239425,-0.0745540004079525,15,8,train
629,Ashley,Roberts,f,1950-07-29,Volos,39.34548097528562,22.93501316432436,9,1,flight
630,Julie,Dunn,x,1957-09-13,Dudley,52.48289684071373,-2.108722018622725,22,0,flight
631,James,Elliott,m,1994-03-09,Cosenza,39.27846795629176,16.27141964030653,8,24,train
632,Kristina,Peterson,f,2002-06-17,Capelle aan den IJssel,51.93496486807339,4.580133514027537,15,31,train
633,Lori,King,x,1978-07-19,Jönköping,57.817396879361716,14.216103004821855,28,14,train
634,Troy,Martin,x,1954-05-15,Ełk,53.821350919594664,22.361202596198332,17,9,train
635,Joseph,Mitchell,m,1994-01-18,Helsinki / Helsingfors,60.222317903359645,25.019820057125074,26,14,train
636,Kevin,Strong,m,1958-05-26,Wrocław,51.12769191278455,16.99608458367413,27,6,flight
637,Michelle,Downs,f,1949-12-14,Lisboa,38.74164388366548,-9.15756241859606,29,16,train
638,Suzanne,Rice,f,1960-11-17,Madrid,40.465380890314236,-3.696280422676111,32,11,train
639,Dawn,White,x,1972-02-26,Reggio di Calabria,38.112779459610636,15.718228641949086,30,5,train
640,Kelly,Rivera,f,1993-08-25,Bristol,51.46678434264838,-2.600707508820417,28,16,train
641,Reginald,Watson,m,1987-04-21,Aalborg,57.012916367985575,9.962707487244456,1,13,train
642,Amy,Page,f,2004-11-30,Trier,49.76293738416963,6.655074042345707,16,1,flight
643,Casey,Carter,m,1980-01-24,Łódź,51.76649091878384,19.480261593001654,26,4,flight
644,Robert,Tucker,m,1970-09-12,Hannover,52.37949938499312,9.769702535193039,27,19,train
645,Jaclyn,Lewis,x,1984-12-30,Sheffield,53.40448833848201,-1.5504635263170954,28,19,train
646,David,White,x,1996-12-08,CA du Val d'Yerres,48.6986148736296,2.505567034200092,19,1,train
647,Kelly,Schneider,f,1976-03-13,Düsseldorf,51.23549487861018,6.810182031372937,20,18,train
648,Kimberly,Thompson,f,1981-06-08,Oslo,59.981183359188414,10.739263454189668,32,7,flight
649,Kimberly,Oliver,f,1969-05-28,Wrocław,51.12769191278455,16.99608458367413,31,0,flight
650,Laurie,Sandoval,x,1983-11-12,Dublin,53.35916231997213,-6.258341542015994,25,5,train
651,Benjamin,Miller,x,1995-11-01,Tameside,53.47751233683913,-2.0627595296767596,39,11,train
652,Elizabeth,Combs,f,1994-07-22,Savona,44.336124411206114,8.42325908763853,29,8,train
653,Tyler,Sampson,x,1985-06-22,Katowice,50.21808042268493,19.02306810033907,19,0,flight
654,Debra,Peterson,f,1999-05-04,Göteborg,57.73738037252508,11.95484349088612,15,5,flight
655,Alexandria,Hunter,f,1961-11-30,Halle an der Saale,51.47979639510236,11.96850205351074,13,7,train
656,Felicia,Matthews,x,1972-06-21,Haringey,51.59036135236244,-0.1074170024760148,19,21,train
657,Clayton,Davis,m,1973-01-19,Aix-en-Provence,43.55953090531977,5.476362082306238,0,3,train
658,Sean,Munoz,m,1963-01-07,Monza,45.58529590953844,9.276116584045809,14,1,flight
659,Amber,Hall,f,1976-06-26,Metz,49.10507788493888,6.13815804551904,19,8,flight
660,Lisa,Wiggins,f,1975-08-17,Warszawa,52.229342421404866,21.047727599631816,18,9,train
661,Chelsea,Lamb,f,1969-06-06,Lille,50.65001386778346,3.047986019489509,7,10,train
662,John,Carpenter,m,1948-01-22,Zagreb,45.80990792970964,16.000011611245,38,1,train
663,Ryan,Long,m,1996-08-12,Burgas,42.52555597439132,27.42299467523289,27,11,train
664,Melanie,Jones,f,1991-07-14,Waltham Forest,51.5940453522169,-0.012591000839427529,11,3,flight
665,Greg,Carter,m,1954-11-10,Besançon,47.24126939210671,6.025118058979258,28,5,train
666,Michael,Morgan,m,1975-07-01,Havering,51.56439735328485,0.2211954992455515,20,3,flight
667,Crystal,Sanchez,f,1965-12-17,Gateshead,54.93533333184182,-1.6831940452082417,29,19,train
668,Michael,Lam,m,1999-10-13,Helsingborg,56.06592638177117,12.78647051602282,22,13,train
669,Samantha,Lopez,f,1946-03-01,Ciudad Real,38.970986897625686,-3.9735934136369524,21,6,flight
670,Amber,Berry,x,1952-09-08,Nijmegen,51.83877787308041,5.8368745210673945,30,6,flight
671,Teresa,Miller,f,2000-09-25,Newham,51.528298852798514,0.036443999540508344,12,12,train
672,William,Browning,m,1970-02-02,Douai,50.356982368687014,3.1182370228728056,17,6,train
673,Susan,Harris,f,1950-05-17,Waltham Forest,51.5940453522169,-0.012591000839427529,21,3,flight
674,Samantha,Johnson,f,1998-01-27,Orléans,47.897835874459474,1.9293650391825232,31,8,train
675,Jennifer,Graham,f,1993-12-23,Hamburg,53.54765288129551,10.011885524725471,34,14,train
676,Carl,Ramirez,m,1957-08-23,Aix-en-Provence,43.55953090531977,5.476362082306238,10,1,flight
677,David,Daniels,m,1957-06-05,Fareham,50.853244850790354,-1.2225999991938055,12,8,flight
678,Eric,Reyes,m,1992-05-04,Richmond upon Thames,51.44226885205103,-0.3128840010238135,18,9,train
679,Shannon,Robinson,f,1998-06-20,Bromley,51.3719948533163,0.051608500345148,18,0,train
680,Sara,Delgado,x,1955-11-14,Budapest,47.48387093258584,19.107573117792477,26,27,train
681,Katherine,Butler,f,1968-06-28,Sassari,40.74465292593446,8.364321607548721,46,0,flight
682,David,Coleman,m,1968-03-08,Bordeaux,44.879346379245696,-0.6311789451725183,22,7,train
683,Austin,Williams,m,2006-01-15,CC de la Boucle de la Seine,48.91330687161984,2.158149031397703,28,2,train
684,Andrew,Coleman,m,1957-10-01,Versailles,48.79591087140219,2.1136025320060545,13,4,train
685,Patrick,Henderson,m,1965-02-07,Barking and Dagenham,51.54520485265068,0.13344199919448313,17,7,flight
686,Richard,Estrada,m,1953-08-10,Zaragoza,41.68078239347294,-0.9275409243012062,43,5,flight
687,Erika,Stone,f,1953-04-16,Paris,48.85660037259063,2.342805032028295,12,3,train
688,Karen,Hudson,f,1982-05-16,Haringey,51.59036135236244,-0.1074170024760148,27,6,flight
689,Devin,Baldwin,m,1993-12-23,Roma,41.88561543435591,12.46086161630812,26,12,train
690,Brenda,Sullivan,f,1945-10-20,Drobeta-Turnu Severin,44.66684995274754,22.575422146224884,13,16,train
691,Amanda,Garcia,f,1947-03-27,CA de Seine Essonne,48.61658937408906,2.4782470349389474,16,0,train
692,Christina,Porter,f,1956-02-01,Maastricht,50.852980875918696,5.699495529708517,13,19,train
693,Joseph,Stevens,x,1973-12-02,Vlaardingen,51.91739786674285,4.327911513543885,17,12,train
694,Victoria,Anderson,f,1960-01-06,Marseille,43.307875405980376,5.421837583654458,26,8,train
695,Joshua,Moore,m,2000-09-14,Craiova,44.32451045725148,23.787717653541428,25,11,train
696,Rachel,Howard,x,1989-11-28,Evreux,49.02350136768332,1.1532275269257581,17,11,train
697,Donald,Livingston,x,1950-10-15,Sevilla,37.392285400539635,-5.956866406958571,14,3,flight
698,Tracy,Hess,f,1945-01-11,Suceava,47.67008595198876,26.263315652464954,15,22,train
699,Kyle,Bradley,m,1976-08-02,Castellón de la Plana/Castelló de la Plana,39.99805590449294,-0.04474341247375672,0,4,train
700,Andrea,Pierce,f,1946-12-16,Mannheim,49.49939039089092,8.50036605281845,10,20,train
701,Sarah,Johnson,f,1949-09-12,Oslo,59.981183359188414,10.739263454189668,4,9,train
702,Regina,Bryan,f,2003-10-25,Salford,53.4895863355024,-2.3701020310647447,28,0,flight
703,Timothy,Collins,m,2005-11-13,Stara Zagora,42.42813646989186,25.623180167866323,39,4,train
704,Gabriel,Williams,m,1982-05-02,Flensburg,54.7849948749169,9.43853050954255,18,12,train
705,Kelly,Bell,f,1961-07-09,Wirral,53.36325183289895,-3.0697225314221166,15,3,train
706,Linda,Martinez,f,1958-05-06,Zürich,47.38273439984919,8.530693069154056,24,1,flight
707,James,Wong,m,1963-06-17,Paris,48.85660037259063,2.342805032028295,23,15,train
708,Brandon,Camacho,m,1968-11-07,Espoo / Esbo,60.24006840279773,24.668580555519668,18,1,train
709,Eric,Morris,m,1961-05-01,City of Edinburgh,55.92440532063169,-3.288439064549801,29,5,train
710,William,Obrien,m,1952-09-04,Hounslow,51.46839035135398,-0.36687500212093005,7,12,train
711,Diana,Mendez,f,1975-02-19,Wycombe,51.64924784911602,-0.8151885049433943,28,19,train
712,Brittany,Carson,f,1973-04-07,'s-Gravenhage,52.06846386666703,4.300611511666192,12,14,train
713,Gwendolyn,Conley,f,1961-02-08,Castellón de la Plana/Castelló de la Plana,39.99805590449294,-0.04474341247375672,26,11,train
714,Ryan,Lucero,m,1998-04-11,Tübingen,48.52770639644928,9.0479365620779,29,2,train
715,Kristi,Norris,f,1981-03-22,Parma,44.79366391541514,10.327611592076831,28,10,train
716,Michael,Rodriguez,m,1975-09-17,Doncaster,53.54438283953627,-1.095641526346459,12,10,train
717,Vanessa,Murphy,f,1984-12-26,Recklinghausen,51.60496487914513,7.213222529776251,16,8,flight
718,Matthew,Hancock,m,1988-04-16,Udine,46.06405592021066,13.2455665968825,2,0,train
719,Luke,Rogers,m,1979-04-18,Milano,45.46844740918378,9.1729385842972,28,5,train
720,Tiffany,Hardy,f,1981-02-11,Tilburg,51.57964687107173,5.068520520142195,27,8,flight
721,Eric,Roberts,m,1958-05-18,Berlin,52.501530896616806,13.401850553093169,5,0,train
722,Andrew,Rodriguez,m,1993-08-09,Algeciras,36.106560409881666,-5.479430898831673,28,4,flight
723,Bradley,Sanders,m,1964-10-18,Jena,50.92425789590285,11.587025555867543,0,10,train
724,Steven,Garcia,m,1975-08-16,Dijon,47.30757738828487,5.051027555580588,6,6,train
725,Nathan,Porter,m,1963-04-14,Badalona,41.46186490455934,2.236704085113816,9,1,flight
726,Calvin,Johnson,m,1948-12-01,Croydon,51.355340853150445,-0.0870919996031656,35,3,flight
727,Brendan,Holloway,m,1944-09-17,Swansea,51.64322833674144,-4.051795515562554,17,0,train
728,Jared,Miles,m,1982-01-16,Vitoria/Gasteiz,42.850407382116266,-2.687884436724892,37,7,train
729,Anthony,Reyes,m,1954-01-06,Norrköping,58.59776288325021,16.287846510223243,40,12,train
730,Meredith,Hayes,f,1952-07-18,Bordeaux,44.879346379245696,-0.6311789451725183,30,25,train
731,Craig,Aguilar,x,1947-08-09,Suceava,47.67008595198876,26.263315652464954,24,12,train
732,Anthony,George,m,1960-08-29,Belfast,54.602691316162876,-5.941386556866212,32,15,train
733,Jennifer,Miller,f,1976-07-22,Toulon,43.11990090877171,6.040283086365885,17,13,train
734,Kristen,Suarez,f,1950-12-23,Stockholm,59.321282886348065,17.993315014119414,24,2,flight
735,Linda,Alexander,f,1987-09-06,City of Edinburgh,55.92440532063169,-3.288439064549801,28,13,train
736,Thomas,Guzman,m,1979-02-01,Udine,46.06405592021066,13.2455665968825,16,14,train
737,Jordan,Cooper,m,1954-03-08,Thanet,51.35427235850968,1.3379110066011453,27,3,train
738,Latoya,Cox,f,1994-11-12,Albi,43.91192689287589,2.155054068989138,21,6,flight
739,Michael,Parker,m,1970-06-12,Toulouse,43.627354391889114,1.4132455691666788,26,11,train
740,Courtney,West,f,1947-06-16,Lübeck,53.87249788208028,10.72754902659134,38,5,flight
741,Angela,Odonnell,f,1966-01-03,Sindelfingen,48.71228889584322,9.004088061300617,18,17,train
742,Timothy,Norman,m,1995-06-14,Palermo,38.13025245236106,13.331011134941448,-12,18,train
743,Jason,Clark,m,1976-08-10,Bielefeld,52.01097388211251,8.540624531567802,2,4,flight
744,Kelsey,Key,f,1969-11-30,Oberhausen,51.513128377845206,6.847115028181039,12,3,flight
745,Kevin,Diaz,m,1967-06-21,Lyon,45.75795939368164,4.856702566124633,26,11,train
746,Daniel,Kelly,m,1956-01-07,Witten,51.42741487983642,7.331019031214043,29,9,train
747,William,Serrano,m,1971-11-01,Enschede,52.22081537503604,6.877777022230609,21,2,flight
748,Deanna,Munoz,f,1982-06-22,Greenwich,51.47282485269071,0.05630350012260533,19,1,train
749,Crystal,Valdez,f,1948-12-21,Wien,48.20843842145425,16.377868099114387,22,23,train
750,Danny,Walker,m,1970-11-13,Antwerpen,51.26056286963082,4.369609020208494,15,0,flight
751,Logan,Lynn,m,1986-05-31,Madrid,40.465380890314236,-3.696280422676111,18,4,flight
752,Matthew,Chambers,m,1968-08-22,Guimarães,41.46087787147616,-8.315554936715781,13,18,train
753,Jeff,Roberts,m,1987-02-16,Hillingdon,51.54154735096049,-0.44562450210033067,18,5,train
754,Sabrina,Delacruz,f,1990-11-27,Antwerpen,51.26056286963082,4.369609020208494,25,3,flight
755,Stephanie,Pratt,f,1961-11-04,Oradea,47.06730444258158,21.92135563383464,8,14,train
756,Steven,Perkins,m,1963-04-17,Esslingen am Neckar,48.74129239665477,9.326524062338043,13,0,train
757,Johnny,Palmer,m,1951-12-07,Barcelona,41.40100090411096,2.150637084471251,27,6,train
758,Elizabeth,Mclaughlin,x,1963-07-12,Praha,50.06679040878253,14.466016578335703,13,15,train
759,Candace,Wood,f,1996-12-31,Bucureşti,44.441482963296046,26.087619164024186,7,13,train
760,John,Flores,m,1972-02-06,Kaunas,54.89930642044836,23.9323405989904,30,0,flight
761,Kevin,Young,m,1967-10-09,København,55.67543938195679,12.552657018524194,1,17,train
762,George,Kennedy,m,1971-12-08,Saint-Brieuc,48.49921785565733,-2.7719289819654294,31,2,flight
763,Jeffrey,Brown,x,1994-08-04,Warszawa,52.229342421404866,21.047727599631816,28,9,train
764,Nicholas,Cooper,m,1967-02-26,Recklinghausen,51.60496487914513,7.213222529776251,10,7,flight
765,Victor,Frye,m,1951-03-27,Sofia,42.70551696319418,23.3597601566759,33,1,flight
766,Evan,Scott,m,1962-12-23,Vila Franca de Xira,38.92999988316863,-8.982381919363245,20,2,flight
767,Jared,Prince,m,1965-02-27,Würzburg,49.78465589502347,9.940895557516175,25,1,train
768,Cory,Gutierrez,m,1962-05-08,Köln,50.94566738051823,6.973237033864535,24,13,train
769,Tara,Richards,f,1976-11-27,Lyon,45.75795939368164,4.856702566124633,16,10,train
770,Bernard,Arnold,x,2004-06-27,Bucureşti,44.441482963296046,26.087619164024186,33,3,train
771,Charles,Clark,x,2003-05-10,Liverpool,53.40398783305454,-2.916680032037473,17,2,flight
772,Ryan,Hamilton,m,1993-03-16,Cádiz,36.49430590504107,-6.266364402605647,22,11,train
773,Denise,Cobb,f,1980-05-29,Madrid,40.465380890314236,-3.696280422676111,15,10,train
774,Timothy,Santos,m,1946-12-28,Sintra,38.82302938270648,-9.357662420081489,27,12,train
775,Taylor,Barnes,x,1947-05-02,Wolverhampton,52.58920034000332,-2.1209780194068983,21,15,train
776,Lisa,Torres,f,1948-11-04,Berlin,52.501530896616806,13.401850553093169,14,12,train
777,Mckenzie,Moore,f,1947-06-20,Aberdeen City,57.157172820396234,-2.1861495774167183,19,17,train
778,Robin,Schwartz,f,1955-03-15,Newport,51.579429341104436,-2.9658300123487784,6,10,train
779,Bradley,Macdonald,m,1952-05-08,Berlin,52.501530896616806,13.401850553093169,30,2,train
780,Tyler,Thompson,m,1976-12-30,Helsingborg,56.06592638177117,12.78647051602282,20,6,flight
781,Jeffrey,Sandoval,m,1966-08-21,Košice,48.70355143408725,21.228480121550373,23,1,flight
782,Brooke,Huynh,f,1955-07-16,Aschaffenburg,49.96385639148349,9.145813551996337,5,7,flight
783,Lisa,Pham,f,1977-09-08,Hastings,50.86989585761608,0.5705575084465447,39,6,train
784,Kevin,Lowe,m,1986-11-12,'s-Gravenhage,52.06846386666703,4.300611511666192,32,22,train
785,Albert,Whitaker,m,1958-09-06,Sosnowiec,50.276207422875544,19.192917101481143,29,18,train
786,Amy,Hudson,f,1973-10-16,Roma,41.88561543435591,12.46086161630812,24,1,flight
787,Jessica,Vaughan,f,1975-04-02,Madrid,40.465380890314236,-3.696280422676111,-3,3,train
788,Lawrence,Mclaughlin,m,1985-01-08,Cottbus,51.77269040280136,14.366279564981237,26,14,train
789,Jennifer,Jones,f,1959-10-04,Grenoble,45.14822939899123,5.686440073058086,6,4,train
790,Patricia,Edwards,f,2001-10-22,Sosnowiec,50.276207422875544,19.192917101481143,17,4,flight
791,Lori,Watson,f,1976-03-07,Dublin,53.35916231997213,-6.258341542015994,25,14,train
792,Jennifer,Caldwell,f,1998-04-09,Paris,48.85660037259063,2.342805032028295,20,2,flight
793,Carl,Phillips,m,1959-03-08,Poznań,52.40647840859984,16.92309157376048,9,4,train
794,Julia,Hernandez,f,1993-04-09,Lyon,45.75795939368164,4.856702566124633,29,16,train
795,Daniel,Castillo,m,1982-12-14,Zwickau,50.728460899760066,12.481333062422173,26,15,train
796,Donna,Jones,f,1981-03-26,Valencia,39.41977690574208,-0.35983990923487325,34,4,flight
797,Ronald,Arnold,m,1955-04-20,Oslo,59.981183359188414,10.739263454189668,18,5,flight
798,Willie,Mitchell,m,1965-05-30,Castellón de la Plana/Castelló de la Plana,39.99805590449294,-0.04474341247375672,24,5,train
799,Catherine,Molina,x,2005-03-04,Bochum,51.46995537964628,7.224981530667992,23,11,train
800,Cheyenne,Warner,f,2001-05-01,Caen,49.20334786114989,-0.34953197927652935,9,8,train
801,Janet,Clark,f,1952-03-06,Düsseldorf,51.23549487861018,6.810182031372937,50,6,flight
802,Paul,Lewis,m,1969-02-22,Lille,50.65001386778346,3.047986019489509,17,6,flight
803,Scott,Bass,m,1978-05-07,St Albans,51.77205385077409,-0.34242300491220157,29,7,train
804,Brian,Peterson,m,1984-06-20,Piacenza,45.04142091252291,9.717831588105645,9,4,flight
805,Lisa,Arnold,f,1949-02-20,Northampton,52.24126234652391,-0.8868510111423317,17,8,flight
806,Jose,Rangel,m,1953-01-30,Dijon,47.30757738828487,5.051027555580588,30,16,train
807,Phillip,Fletcher,m,1967-06-07,City of Edinburgh,55.92440532063169,-3.288439064549801,10,4,train
808,Sarah,Riddle,f,1956-11-10,Bruxelles / Brussel,50.836054371263224,4.370656523535053,10,12,train
809,Joshua,Hardy,m,1986-06-28,Tallinn,59.42500940617369,24.743656064905927,24,13,train
810,Kristen,York,f,1967-01-01,Roma,41.88561543435591,12.46086161630812,19,14,train
811,George,Crawford,m,1972-07-21,Hamburg,53.54765288129551,10.011885524725471,27,3,flight
812,Dawn,Park,f,1997-10-16,Terrassa,41.57530590297708,2.0081330832306303,17,11,train
813,Adam,Fritz,m,1961-05-15,Torino,45.071739405866,7.678005080342866,17,12,train
814,Robert,Duncan,m,1973-05-21,Badajoz,38.87053889027136,-6.850907917165126,10,9,train
815,Cindy,Taylor,f,1997-09-19,Angers,47.49312486771021,-0.5810319664278287,27,15,train
816,Keith,Michael,m,2006-04-11,Lille,50.65001386778346,3.047986019489509,24,2,flight
817,Janice,Baker,f,2000-07-24,Pleven,43.40670796305364,24.618921160578704,22,9,train
818,Matthew,Cabrera,m,1954-01-25,Kalamata,37.072808983022306,22.181474166850766,22,18,train
819,Donna,Smith,f,1975-11-25,Brescia,45.53257591207938,10.225977587344559,1,0,flight
820,Zachary,Nguyen,m,2000-12-16,Århus,56.16269187195881,10.157502999381077,42,16,train
821,Daniel,Holmes,m,1972-10-25,Tours,47.373853372297425,0.6137315392015323,22,16,train
822,Mathew,Nelson,x,1996-08-05,Lewisham,51.44812135330466,-0.020166499556080755,22,13,train
823,Jonathan,Yang,m,1948-11-10,Solihull,52.413119842622514,-1.7270700161970738,25,5,train
824,Carol,Evans,f,1987-07-27,Bratislava,48.14883742385323,17.119099104066112,24,8,train
825,Melissa,Bell,f,1979-07-03,Duisburg,51.43959237765366,6.7347795282464915,40,8,train
826,Lauren,Williams,f,1992-10-06,Brive-la-Gaillarde,45.17146838508353,1.510604057882515,18,11,train
827,Christine,Kaiser,f,2001-08-03,Nîmes,43.80736490091554,4.378942077242337,25,14,train
828,Victoria,Dean,x,1953-01-15,Utrecht,52.09112536945283,5.074702514680781,17,23,train
829,Jamie,Wright,f,1965-07-25,Montpellier,43.615608899928596,3.863217075771536,18,3,flight
830,Shannon,Palmer,f,1988-11-25,Sefton,53.54991833246882,-3.0039125331910292,23,0,train
831,Christina,Moon,f,1960-04-19,Roma,41.88561543435591,12.46086161630812,8,6,train
832,Janice,Griffin,x,1960-10-19,Cheshire West and Chester,53.16774733505537,-2.8410290287125264,10,1,train
833,Jason,Lynch,m,2001-10-30,Logroño,42.463664384177186,-2.4539619330134617,25,0,train
834,Katherine,Harmon,f,2004-02-24,Valladolid,41.66161388072258,-4.7772079323302865,12,3,flight
835,Andrew,Trujillo,m,1979-06-22,Newcastle-under-Lyme,52.993242337519995,-2.3187045255928536,25,9,train
836,Ashley,Booker,f,1972-09-06,Trondheim,63.38246334278175,10.373130894523886,15,1,train
837,Joshua,Bryant,m,2004-11-08,Caserta,41.08744944266304,14.357478125979526,37,2,train
838,John,Navarro,x,1978-10-22,Kraków,50.0531569263703,19.985059607469502,4,0,train
839,Sarah,Mcdonald,f,1976-02-26,Granada,37.185699408742785,-3.5914029025348517,17,11,train
840,Alicia,Harris,f,1974-07-20,Chemnitz,50.82634040128421,12.9117920642305,33,4,flight
841,David,Edwards,m,1970-02-01,Móstoles,40.318624891242656,-3.8901309216716315,7,0,flight
842,Lisa,White,f,1996-02-17,Warszawa,52.229342421404866,21.047727599631816,19,3,train
843,Claudia,Harris,f,1953-03-29,Wien,48.20843842145425,16.377868099114387,9,20,train
844,Tina,Young,f,1980-07-29,Tychy,50.123069423128634,19.00244560157804,14,7,train
845,Kelsey,Gregory,x,1969-06-10,Bruxelles / Brussel,50.836054371263224,4.370656523535053,32,14,train
